30092025,9,30,fourth,2025
01102025,10,1,first,2025
02102025,10,2,first,2025
03102025,10,3,first,2025
04102025,10,4,second,2025
05102025,10,5,second,2025
06102025,10,6,second,2025
07102025,10,7,third,2025
08102025,10,8,third,2025
09102025,10,9,third,2025
10102025,10,10,fourth,2025
11102025,10,11,fourth,2025
12102025,10,12,fourth,2025
13102025,10,13,fourth,2025
14102025,10,14,fourth,2025
15102025,10,15,fourth,2025
16102025,10,16,fourth,2025
17102025,10,17,fourth,2025
18102025,10,18,fourth,2025
19102025,10,19,fourth,2025
20102025,10,20,fourth,2025
21102025,10,21,fourth,2025
22102025,10,22,fourth,2025
23102025,10,23,fourth,2025
24102025,10,24,fourth,2025
25102025,10,25,fourth,2025
26102025,10,26,fourth,2025
27102025,10,27,fourth,2025
28102025,10,28,fourth,2025
29102025,10,29,fourth,2025
30102025,10,30,fourth,2025
31102025,10,31,fourth,2025
01112025,11,1,first,2025
02112025,11,2,first,2025
03112025,11,3,first,2025
04112025,11,4,second,2025
05112025,11,5,second,2025
06112025,11,6,second,2025
07112025,11,7,third,2025
08112025,11,8,third,2025
09112025,11,9,third,2025
10112025,11,10,fourth,2025
11112025,11,11,fourth,2025
12112025,11,12,fourth,2025
13112025,11,13,fourth,2025
14112025,11,14,fourth,2025
15112025,11,15,fourth,2025
16112025,11,16,fourth,2025
17112025,11,17,fourth,2025
18112025,11,18,fourth,2025
19112025,11,19,fourth,2025
20112025,11,20,fourth,2025
21112025,11,21,fourth,2025
22112025,11,22,fourth,2025
23112025,11,23,fourth,2025
24112025,11,24,fourth,2025
25112025,11,25,fourth,2025
26112025,11,26,fourth,2025
27112025,11,27,fourth,2025
28112025,11,28,fourth,2025
29112025,11,29,fourth,2025
30112025,11,30,fourth,2025
01122025,12,1,first,2025
02122025,12,2,first,2025
03122025,12,3,first,2025
04122025,12,4,second,2025
05122025,12,5,second,2025
06122025,12,6,second,2025
07122025,12,7,third,2025
08122025,12,8,third,2025
09122025,12,9,third,2025
10122025,12,10,fourth,2025
11122025,12,11,fourth,2025
12122025,12,12,fourth,2025
13122025,12,13,fourth,2025
14122025,12,14,fourth,2025
15122025,12,15,fourth,2025
16122025,12,16,fourth,2025
17122025,12,17,fourth,2025
18122025,12,18,fourth,2025
19122025,12,19,fourth,2025
20122025,12,20,fourth,2025
21122025,12,21,fourth,2025
22122025,12,22,fourth,2025
23122025,12,23,fourth,2025
24122025,12,24,fourth,2025
25122025,12,25,fourth,2025
26122025,12,26,fourth,2025
27122025,12,27,fourth,2025
28122025,12,28,fourth,2025
29122025,12,29,fourth,2025
30122025,12,30,fourth,2025
31122025,12,31,fourth,2025
